Country,Date,Round,Challenge,Streetview,Coordinates,Region,Record Count
Uruguay,"Jan 20, 2022",1,Challenge,Street view,"-34.893030410994527,-56.152110172532247",Departamento de Montevideo,1
Indonesia,"Jan 20, 2022",2,Challenge,Street view,"-7.7787562,112.2296514",Jawa Timur,1
Denmark,"Jan 20, 2022",3,Challenge,Street view,"57.354437498828517,9.6936551964048281",North Denmark Region,1
Czechia,"Jan 20, 2022",4,Challenge,Street view,"49.897609736047677,13.697091642980521",Plzeňský kraj,1
Netherlands,"Jan 20, 2022",5,Challenge,Street view,"53.028997534354289,5.6272768823291157",Friesland,1
Finland,"Jan 21, 2022",1,Challenge,Street view,"63.991682043173263,27.396790371012539",Kainuu,1
"Korea, South","Jan 21, 2022",2,Challenge,Street view,"33.439539080811521,126.6251324795556",Jeju-do,1
United States,"Jan 21, 2022",3,Challenge,Street view,"40.7055226,-74.0078907",New York,1
Ireland,"Jan 21, 2022",4,Challenge,Street view,"54.296422427721687,-9.7820259420143554",County Mayo,1
Bangladesh,"Jan 21, 2022",5,Challenge,Street view,"25.183021888573951,90.06689088181929",Mymensingh Division,1
Chile,"Jan 22, 2022",1,Challenge,Street view,"-33.537806312449511,-70.278003780745337",Región Metropolitana,1
Australia,"Jan 22, 2022",2,Challenge,Street view,"-41.184893065122537,146.32419561035181",Tasmania,1
Botswana,"Jan 22, 2022",3,Challenge,Street view,"-22.406963039177171,28.395692822066351",Central District,1
Taiwan,"Jan 22, 2022",4,Challenge,Street view,"23.329464,121.2369734",Hualien County,1
Egypt,"Jan 22, 2022",5,Challenge,Street view,"29.975121404953079,31.137123048401008",Giza Governorate,1
Cambodia,"Jan 23, 2022",1,Challenge,Street view,"13.75070359421559,103.11802117552109",Banteay Meanchey Province,1
Canada,"Jan 23, 2022",2,Challenge,Street view,"47.9861487146724,-66.784384308940247",New Brunswick,1
Uruguay,"Jan 23, 2022",3,Challenge,Street view,"-34.468456496215687,-57.842012958894372",Departamento de Colonia,1
Kenya,"Jan 23, 2022",4,Challenge,Street view,"-0.42127703868634381,36.949677418741459",Nyeri County,1
Netherlands,"Jan 23, 2022",5,Challenge,Street view,"53.333438440909681,5.99462211719497",Friesland,1
Poland,"Jan 24, 2022",1,Challenge,Street view,"53.995642299510187,14.64837898067222",Województwo zachodniopomorskie,1
Argentina,"Jan 24, 2022",2,Challenge,Street view,"-38.869857273571149,-70.054604309653641",Neuquén,1
Poland,"Jan 24, 2022",3,Challenge,Street view,"52.381197080555268,14.58119164248661",Lubusz Voivodeship,1
Spain,"Jan 24, 2022",4,Challenge,Street view,"39.209833989375447,-0.34486535351325348",Valencian Community,1
United Arab Emirates,"Jan 24, 2022",5,Challenge,Street view,"25.19533416164083,55.272789486932723",Dubai,1
Åland,"Jan 25, 2022",1,Challenge,Street view,"60.5032514151193,21.0573429582723",Ahvenanmaan saaristo,1
Chile,"Jan 25, 2022",2,Challenge,Street view,"-25.567302619070858,-70.15232226772369",Antofagasta,1
Philippines,"Jan 25, 2022",3,Challenge,Street view,"15.9085895,120.8508052",Pangasinan,1
Malaysia,"Jan 25, 2022",4,Challenge,Street view,"5.1663448,101.9528816",Kelantan,1
Uruguay,"Jan 25, 2022",5,Challenge,Street view,"-34.483496805930528,-55.633707399644017",Departamento de Canelones,1
Colombia,"Jan 26, 2022",1,Challenge,Street view,"6.1519519226058517,-75.655668412328978",Antioquia,1
Botswana,"Jan 26, 2022",2,Challenge,Street view,"-20.34482604780931,22.978070995920721",North-West District,1
Canada,"Jan 26, 2022",3,Challenge,Street view,"52.230330102005759,-111.3792808292646",Alberta,1
Ireland,"Jan 26, 2022",4,Challenge,Street view,"54.796688364401632,-7.7550395094315068",County Donegal,1
Kenya,"Jan 26, 2022",5,Challenge,Street view,"-4.0231537869131406,39.630842523338131",Mombasa County,1
Switzerland,"Jan 27, 2022",1,Challenge,Street view,"47.2336823,8.818553",Sankt Gallen,1
Iceland,"Jan 27, 2022",2,Challenge,Street view,"63.827827194619232,-22.6807227495775",Reykjanesbær,1
Mexico,"Jan 27, 2022",3,Challenge,Street view,"25.898881418454451,-98.761275991509",Nuevo León,1
Israel,"Jan 27, 2022",4,Challenge,Street view,"29.556568438466929,34.951024849440209",South District,1
Japan,"Jan 27, 2022",5,Challenge,Street view,"42.770187864885607,143.6150050397178",Hokkaido,1
Ecuador,"Jan 28, 2022",1,Challenge,Street view,"-1.653633664640292,-80.82114125736129",Manabí,1
Russia,"Jan 28, 2022",2,Challenge,Street view,"53.078110301754521,38.170877349903321",Tula Oblast,1
Slovenia,"Jan 28, 2022",3,Challenge,Street view,"46.05918006803801,14.50675991138305",Ljubljana,1
Serbia,"Jan 28, 2022",4,Challenge,Street view,"44.863648768761237,20.63952181075005",Južnobanatski okrug,1
Serbia,"Jan 28, 2022",5,Challenge,Street view,"44.15096476960575,21.03577688027854",Шумадијски округ,1
Bulgaria,"Jan 29, 2022",1,Challenge,Street view,"42.495380669889812,27.471691638960181",Burgas,1
Greece,"Jan 29, 2022",2,Challenge,Street view,"37.578942199079833,25.193190542138471",Southern Aegean,1
Taiwan,"Jan 29, 2022",3,Challenge,Street view,"24.41527809711511,118.3468125252397",Taiwan,1
Türkiye,"Jan 29, 2022",4,Challenge,Street view,"38.3161437,43.8015786",Van,1
United States,"Jan 29, 2022",5,Challenge,Street view,"37.818845483217437,-122.482142878191",California,1
Slovakia,"Jan 30, 2022",1,Challenge,Street view,"49.399940827294436,20.341197876931751",Prešovský kraj,1
Mongolia,"Jan 30, 2022",2,Challenge,Street view,"49.12149629464507,101.433869101236",Khovsgol,1
Bolivia,"Jan 30, 2022",3,Challenge,Street view,"-17.23991228516271,-67.926290227307476",Departamento de La Paz,1
Indonesia,"Jan 30, 2022",4,Challenge,Street view,"-6.767331,111.569379",Jawa Tengah,1
United Kingdom,"Jan 30, 2022",5,Challenge,Street view,"52.587217003143458,0.9496654781921765",Norfolk,1
Senegal,"Jan 31, 2022",1,Challenge,Street view,"14.722085201470749,-17.49593977547082",Dakar Region,1
Israel,"Jan 31, 2022",2,Challenge,Street view,"31.334937434101981,35.38740775859992",South District,1
Netherlands,"Jan 31, 2022",3,Challenge,Street view,"52.5475263,4.9123434",Noord-Holland,1
Colombia,"Jan 31, 2022",4,Challenge,Street view,"5.2207825777054744,-74.787978731717288",Tolima,1
Taiwan,"Jan 31, 2022",5,Challenge,Street view,"24.41527809711511,118.3468125252397",Taiwan,1
Australia,"Feb 1, 2022",1,Challenge,Street view,"-34.633309152794688,150.833684564103",New South Wales,1
United States,"Feb 1, 2022",2,Challenge,Street view,"30.442326317314361,-85.060331534339213",Florida,1
Malaysia,"Feb 1, 2022",3,Challenge,Street view,"3.941259380908869,100.7133453182516",Perak,1
France,"Feb 1, 2022",4,Challenge,Street view,"48.562919,-3.2012666",Bretagne,1
Spain,"Feb 1, 2022",5,Challenge,Street view,"40.357887952459777,-5.5193198064705724",Castilla y León,1
United States,"Feb 2, 2022",1,Challenge,Street view,"47.084076214974509,-94.569232590212067",Minnesota,1
Sweden,"Feb 2, 2022",2,Challenge,Street view,"64.381401655276179,21.305068028607181",Västerbottens län,1
Argentina,"Feb 2, 2022",3,Challenge,Street view,"-31.722940695996751,-67.844017043594832",San Juan,1
Russia,"Feb 2, 2022",4,Challenge,Street view,"55.739073930861863,61.512147242650506",Chelyabinsk Oblast,1
United Arab Emirates,"Feb 2, 2022",5,Challenge,Street view,"25.4096861,55.4465848",Ajman,1
Canada,"Feb 3, 2022",1,Challenge,Street view,"49.7607868315064,-92.836301579912572",Ontario,1
Slovakia,"Feb 3, 2022",2,Challenge,Street view,"49.074066277476852,19.302990200015259",Žilinský kraj,1
Australia,"Feb 3, 2022",3,Challenge,Street view,"-37.957314675158507,144.3438683829888",Victoria,1
Finland,"Feb 3, 2022",4,Challenge,Street view,"63.285515385936868,22.06590731429063",Österbotten,1
Italy,"Feb 3, 2022",5,Challenge,Street view,"41.895063395928013,12.49557733931757",Lazio,1
Türkiye,"Feb 4, 2022",1,Challenge,Street view,"39.505891460031151,26.9347088225827",Balıkesir,1
Japan,"Feb 4, 2022",2,Challenge,Street view,"42.9586801635237,143.42547665013191",Hokkaido,1
Peru,"Feb 4, 2022",3,Challenge,Street view,"-16.0035196,-74.0235712",Arequipa,1
Malaysia,"Feb 4, 2022",4,Challenge,Street view,"2.0547029380983308,111.73019936104571",Sarawak,1
Switzerland,"Feb 4, 2022",5,Challenge,Street view,"47.627303818843579,9.0779907619915257",Thurgau,1
Canada,"Feb 5, 2022",1,Challenge,Street view,"52.645366277492329,-104.88492218499481",Saskatchewan,1
Malaysia,"Feb 5, 2022",2,Challenge,Street view,"3.124196886375092,101.5981494191842",Selangor,1
Belgium,"Feb 5, 2022",3,Challenge,Street view,"50.833502843243423,4.3833354219321219",Bruxelles,1
Brazil,"Feb 5, 2022",4,Challenge,Street view,"-21.6176225089682,-42.1256942104168",Rio de Janeiro,1
Israel,"Feb 5, 2022",5,Challenge,Street view,"30.6233028,34.817927",South District,1
Israel,"Feb 6, 2022",1,Challenge,Street view,"31.723565456916941,34.63702243106377",South District,1
Canada,"Feb 6, 2022",2,Challenge,Street view,"50.9193291,-119.4858262",British Columbia,1
Argentina,"Feb 6, 2022",3,Challenge,Street view,"-32.364948514162613,-66.660530592672373",San Luis,1
Bulgaria,"Feb 6, 2022",4,Challenge,Street view,"42.3848283,27.705268",Burgas,1
Netherlands,"Feb 6, 2022",5,Challenge,Street view,"52.3504884,5.6329863",Gelderland,1
Serbia,"Feb 7, 2022",1,Challenge,Street view,"42.770338946265618,22.316529299103721",Pčinjski Okrug,1
Israel,"Feb 7, 2022",2,Challenge,Street view,"30.9434215,35.3719752",South District,1
Peru,"Feb 7, 2022",3,Challenge,Street view,"-14.60352346346335,-74.271498299260514",Ayacucho,1
Italy,"Feb 7, 2022",4,Challenge,Street view,"43.77273672174,11.257793586798719",Toscana,1
United Arab Emirates,"Feb 7, 2022",5,Challenge,Street view,"25.160541589520861,55.2752181961879",Dubai,1
Mexico,"Feb 8, 2022",1,Challenge,Street view,"27.482760407077031,-113.29469401286219",Baja California Sur,1
Denmark,"Feb 8, 2022",2,Challenge,Street view,"57.3787558,9.74117",North Denmark Region,1
New Zealand,"Feb 8, 2022",3,Challenge,Street view,"-46.587568587698328,169.378789363143",Otago Region,1
Ecuador,"Feb 8, 2022",4,Challenge,Street view,"-1.67761153594351,-79.988243742516644",Guayas,1
Slovakia,"Feb 8, 2022",5,Challenge,Street view,"48.445352196539339,16.995829685711339",Bratislavský kraj,1
India,"Feb 9, 2022",1,Challenge,Street view,"15.38941613219508,75.714352165103492",Karnataka,1
Egypt,"Feb 9, 2022",2,Challenge,Street view,"29.9772346011411,31.13101379956808",Giza Governorate,1
Peru,"Feb 9, 2022",3,Challenge,Street view,"-13.5797929,-73.4697142",Apurímac,1
Sweden,"Feb 9, 2022",4,Challenge,Street view,"58.39501505081445,13.08691649406577",Västra Götalands län,1
Ecuador,"Feb 9, 2022",5,Challenge,Street view,"-1.8520277104990479,-79.4191689848899",Los Ríos,1
United States,"Feb 10, 2022",1,Challenge,Street view,"31.225543026788941,-99.210359550690356",Texas,1
Brazil,"Feb 10, 2022",2,Challenge,Street view,"-22.16820018704512,-55.5560066384537",Mato Grosso do Sul,1
Egypt,"Feb 10, 2022",3,Challenge,Street view,"29.975121404953079,31.137123048401008",Giza Governorate,1
Spain,"Feb 10, 2022",4,Challenge,Street view,"43.1597978182798,-7.5458316580802558",Galicia,1
Israel,"Feb 10, 2022",5,Challenge,Street view,"31.98921101678259,34.906891713764672",Center District,1
Portugal,"Feb 11, 2022",1,Challenge,Street view,"37.0884624,-7.976176",Faro District,1
Iceland,"Feb 11, 2022",2,Challenge,Street view,"64.361640029377,-21.81378884811993",Hvalfjarðarsveit,1
Norway,"Feb 11, 2022",3,Challenge,Street view,"59.622021,10.1950202",Vestfold,1
Australia,"Feb 11, 2022",4,Challenge,Street view,"-38.548255582029121,143.986189718045",Victoria,1
United States,"Feb 11, 2022",5,Challenge,Street view,"37.8113230462215,-122.417522566845",California,1
South Africa,"Feb 12, 2022",1,Challenge,Street view,"-31.665012474045959,25.799300763817971",Eastern Cape,1
Greece,"Feb 12, 2022",2,Challenge,Street view,"36.822502102731768,27.052939893052439",Southern Aegean,1
Peru,"Feb 12, 2022",3,Challenge,Street view,"-8.8596543857005727,-76.106519481518518",Huánuco,1
Türkiye,"Feb 12, 2022",4,Challenge,Street view,"39.270001738724268,32.967913781154152",Konya,1
Argentina,"Feb 12, 2022",5,Challenge,Street view,"-37.43115088993175,-61.959065326167483",Provincia de Buenos Aires,1
Senegal,"Feb 13, 2022",1,Challenge,Street view,"15.994596516064631,-13.662482916790649",Région de Matam,1
Romania,"Feb 13, 2022",2,Challenge,Street view,"44.433692512540738,26.10905994014907",București,1
Portugal,"Feb 13, 2022",3,Challenge,Street view,"37.830138427882233,-25.35326039382603",Açores,1
Malaysia,"Feb 13, 2022",4,Challenge,Street view,"5.9531972336047048,116.6639644407997",Sabah,1
Mexico,"Feb 13, 2022",5,Challenge,Street view,"17.269305181669839,-100.9971334574352",Guerrero,1
Denmark,"Feb 14, 2022",1,Challenge,Street view,"56.3583732974978,8.61435991911894",Central Denmark Region,1
Chile,"Feb 14, 2022",2,Challenge,Street view,"-26.2413596,-69.6316282",Atacama,1
Uruguay,"Feb 14, 2022",3,Challenge,Street view,"-34.7915358,-55.237745",Departamento de Maldonado,1
Israel,"Feb 14, 2022",4,Challenge,Street view,"30.75364211725649,35.230380284812647",South District,1
Estonia,"Feb 14, 2022",5,Challenge,Street view,"59.074357965786959,23.996828800523119",Lääne maakond,1
Serbia,"Feb 15, 2022",1,Challenge,Street view,"44.180153244436013,21.109230305310209",Шумадијски округ,1
United Kingdom,"Feb 15, 2022",2,Challenge,Street view,"53.415271,-1.4762626",South Yorkshire,1
Israel,"Feb 15, 2022",3,Challenge,Street view,"32.708549654549039,35.578577931947351",North District,1
Ecuador,"Feb 15, 2022",4,Challenge,Street view,"-0.45569142602268492,-91.103290033340215",Islas Galápagos,1
Lithuania,"Feb 15, 2022",5,Challenge,Street view,"55.778205127751733,25.77114916002235",Utenos apskritis,1
Slovenia,"Feb 16, 2022",1,Challenge,Street view,"45.6649042,14.1245112",Postojna,1
Thailand,"Feb 16, 2022",2,Challenge,Street view,"16.061496935793159,104.4885588698143",Yasothon,1
Chile,"Feb 16, 2022",3,Challenge,Street view,"-34.8286012,-72.0686796",Maule,1
Ukraine,"Feb 16, 2022",4,Challenge,Street view,"51.200028350514472,24.692289579187449",Volyns'ka oblast,1
Romania,"Feb 16, 2022",5,Challenge,Street view,"45.4247362,23.7656324",Județul Vâlcea,1
Bangladesh,"Feb 17, 2022",1,Challenge,Street view,"22.993983482503651,89.434218214806776",Khulna Division,1
Uruguay,"Feb 17, 2022",2,Challenge,Street view,"-30.630456596042631,-56.3797241508934",Departamento de Artigas,1
Croatia,"Feb 17, 2022",3,Challenge,Street view,"45.482953329224387,18.6332282683472",Osječko-baranjska županija,1
Japan,"Feb 17, 2022",4,Challenge,Street view,"37.321821056557482,137.17833359893621",Ishikawa,1
Mexico,"Feb 17, 2022",5,Challenge,Street view,"20.99522292075827,-105.2835146054225",Nayarit,1
Taiwan,"Feb 18, 2022",1,Challenge,Street view,"24.41527809711511,118.3468125252397",Taiwan,1
Türkiye,"Feb 18, 2022",2,Challenge,Street view,"41.226668354379314,31.9640940902792",Zonguldak,1
Brazil,"Feb 18, 2022",3,Challenge,Street view,"-22.9241833,-43.1914328",Rio de Janeiro,1
Switzerland,"Feb 18, 2022",4,Challenge,Street view,"47.269674709644548,8.34392960153461",Aargau,1
Latvia,"Feb 18, 2022",5,Challenge,Street view,"56.849704338513106,24.344095251499791",Salaspils novads,1
Lithuania,"Feb 19, 2022",1,Challenge,Street view,"55.9460881,25.7905574",Panevėžio apskritis,1
Canada,"Feb 19, 2022",2,Challenge,Street view,"50.836145831069842,-103.308538185358",Saskatchewan,1
Japan,"Feb 19, 2022",3,Challenge,Street view,"37.241335641262637,140.96834593677",Fukushima,1
Albania,"Feb 19, 2022",4,Challenge,Street view,"41.175477292248708,19.56393206862035",Qarku i Tiranës,1
India,"Feb 19, 2022",5,Challenge,Street view,"23.549448741263749,77.7997486378481",Madhya Pradesh,1
Bhutan,"Feb 20, 2022",1,Challenge,Street view,"27.4832218,89.7348294",Thimphu,1
Bhutan,"Feb 20, 2022",2,Challenge,Street view,"27.400436848166031,91.551076636332567",Trashiyangtse,1
United States,"Feb 20, 2022",3,Challenge,Street view,"39.719884704889218,-77.066929365726963",Maryland,1
Colombia,"Feb 20, 2022",4,Challenge,Street view,"-4.21256562149389,-69.9423969450722",Amazonas,1
Åland,"Feb 20, 2022",5,Challenge,Street view,"60.0317617,20.3853084",Ålands skärgård,1
Thailand,"Feb 21, 2022",1,Challenge,Street view,"13.66459910434952,101.3300274019246",Chachoengsao,1
Russia,"Feb 21, 2022",2,Challenge,Street view,"57.632556164170289,34.43407564218392",Tverskaya oblast',1
Chile,"Feb 21, 2022",3,Challenge,Street view,"-37.809023959723007,-73.494136786655147",Bío Bío,1
South Africa,"Feb 21, 2022",4,Challenge,Street view,"-27.410996670554741,23.41716403965145",Northern Cape,1
Mexico,"Feb 21, 2022",5,Challenge,Street view,"17.142460746848741,-100.4670385734432",Guerrero,1
Brazil,"Feb 22, 2022",1,Challenge,Street view,"-7.1949308978263806,-48.201155502639722",Tocantins,1
Kenya,"Feb 22, 2022",2,Challenge,Street view,"-1.283465326450125,36.82355951658068",Nairobi County,1
Slovakia,"Feb 22, 2022",3,Challenge,Street view,"48.1463363,17.1070555",Bratislavský kraj,1
Uganda,"Feb 22, 2022",4,Challenge,Street view,"0.3752690828243323,32.682965392712148",Central Region,1
Senegal,"Feb 22, 2022",5,Challenge,Street view,"13.592701843135719,-16.42194696591843",Fatick Region,1
Italy,"Feb 23, 2022",1,Challenge,Street view,"46.32952744116136,11.600735224483079",Trentino-Alto Adige,1
Singapore,"Feb 23, 2022",2,Challenge,Street view,"1.39934957177955,103.7000159182692",Singapore,1
Guatemala,"Feb 23, 2022",3,Challenge,Street view,"14.410737601834681,-90.686699622847357",Escuintla,1
Romania,"Feb 23, 2022",4,Challenge,Street view,"45.358174,23.6645156",Județul Vâlcea,1
"Korea, South","Feb 23, 2022",5,Challenge,Street view,"35.2042651059886,129.0742113118998",Busan,1
Mexico,"Feb 24, 2022",1,Challenge,Street view,"19.903049054880459,-89.524321661720066",Yucatán,1
Germany,"Feb 24, 2022",2,Challenge,Street view,"53.076673295437587,8.8783506310972964",Bremen,1
Luxembourg,"Feb 24, 2022",3,Challenge,Street view,"49.552821534709423,6.0504695118521239",Esch-sur-Alzette,1
Cambodia,"Feb 24, 2022",4,Challenge,Street view,"12.23357468824261,104.6697267730368",Kampong Chhnang Province,1
Germany,"Feb 24, 2022",5,Challenge,Street view,"48.088566499371566,11.640632603859441",Bayern,1
Malta,"Feb 25, 2022",1,Challenge,Street view,"35.822713235706622,14.45680036799145",Malta,1
Bangladesh,"Feb 25, 2022",2,Challenge,Street view,"23.3067465,89.8481796",Dhaka Division,1
Nigeria,"Feb 25, 2022",3,Challenge,Street view,"6.2867498225161942,5.628827876277108",Edo,1
Bolivia,"Feb 25, 2022",4,Challenge,Street view,"-16.4957745693625,-68.13308421340345",Departamento de La Paz,1
United Kingdom,"Feb 25, 2022",5,Challenge,Street view,"54.947416622842049,-3.769679483202542",Dumfries and Galloway,1
Bolivia,"Feb 26, 2022",1,Challenge,Street view,"-17.631777851981621,-67.227152691746667",Departamento de Oruro,1
Ghana,"Feb 26, 2022",2,Challenge,Street view,"8.7384690319722687,0.083707739957547461",Northern Region,1
United Arab Emirates,"Feb 26, 2022",3,Challenge,Street view,"25.346608366735921,55.386369738081036",Sharjah,1
